Temperature_C,Humidity_pct,Soil_Moisture_pct,Rainfall_24h_mm,Forecast_Rainfall_mm,Crop_Type,Growth_Stage,Solar_Radiation_MJ,Evapotranspiration_mm,Irrigation_Action
11.54,79.74,56.63,0.04,0.51,Soybean,Fruiting,12.13,1.65,0
23.28,59.55,66.07,3.55,0.0,Soybean,Fruiting,20.89,5.61,0
14.37,38.29,22.97,0.0,0.0,Wheat,Vegetative,17.04,4.43,1
25.32,94.66,43.0,0.0,1.78,Soybean,Seedling,9.76,1.0,0
30.24,42.9,61.15,0.0,0.0,Soybean,Seedling,16.69,6.23,0
35.46,51.14,60.47,0.0,0.0,Corn,Fruiting,15.51,5.94,0
26.41,79.65,29.17,0.0,2.95,Wheat,Seedling,12.44,2.55,0
23.65,66.23,57.98,0.0,0.0,Wheat,Seedling,11.92,2.95,0
11.15,52.95,62.1,4.32,0.0,Corn,Fruiting,26.84,5.48,0
25.18,41.53,32.05,0.0,0.0,Tomato,Vegetative,6.1,2.06,1
25.5,45.5,53.99,4.08,0.0,Tomato,Flowering,12.22,4.02,0
29.47,46.4,13.44,0.0,3.76,Rice,Vegetative,19.07,6.79,2
20.04,60.11,33.96,3.42,2.87,Wheat,Fruiting,10.66,2.62,0
21.95,62.87,64.08,0.19,0.0,Soybean,Vegetative,12.26,3.06,1
14.65,57.77,55.32,0.18,0.0,Wheat,Seedling,9.07,1.97,0
8.96,59.41,59.53,0.0,0.0,Soybean,Fruiting,16.26,2.85,0
17.24,44.24,47.23,2.44,0.25,Wheat,Fruiting,16.83,4.53,0
14.01,64.4,67.11,0.0,0.0,Tomato,Flowering,9.59,1.87,0
27.36,79.21,64.37,0.0,0.0,Rice,Fruiting,22.22,4.71,0
21.37,57.56,67.16,0.0,0.0,Tomato,Seedling,10.18,2.67,0
21.23,57.27,53.85,0.0,0.0,Soybean,Vegetative,17.28,4.54,0
18.11,61.25,45.93,0.0,0.0,Rice,Vegetative,8.58,1.97,1
5.0,76.77,52.21,0.0,0.0,Wheat,Vegetative,17.77,2.01,0
35.56,46.58,20.9,0.0,1.97,Tomato,Flowering,17.58,7.05,2
18.0,81.76,49.8,0.69,0.0,Soybean,Fruiting,11.35,1.78,1
22.11,66.32,40.58,1.26,0.0,Soybean,Fruiting,16.89,4.02,0
14.82,60.43,87.21,2.22,0.0,Tomato,Seedling,16.73,3.53,0
31.8,78.2,29.3,0.0,0.0,Tomato,Fruiting,13.86,3.3,2
26.0,42.27,66.7,0.0,0.37,Soybean,Fruiting,19.14,6.55,0
19.22,67.83,49.1,0.0,0.11,Wheat,Flowering,10.55,2.28,0
22.25,66.45,48.53,1.34,4.41,Tomato,Seedling,21.2,5.06,0
36.75,45.97,49.34,1.56,0.0,Soybean,Vegetative,17.72,7.31,1
24.49,66.91,23.27,2.1,0.0,Tomato,Seedling,8.63,2.16,2
23.73,64.25,35.49,0.0,1.93,Wheat,Vegetative,17.78,4.54,0
18.41,57.32,27.94,0.0,0.0,Rice,Seedling,13.93,3.39,1
11.74,72.94,51.61,0.7,0.0,Rice,Seedling,12.08,1.91,0
23.88,51.42,30.66,0.0,0.0,Corn,Flowering,18.84,5.63,1
27.28,64.05,76.01,2.07,1.14,Tomato,Flowering,20.23,5.62,0
32.7,58.02,34.09,0.0,0.0,Wheat,Flowering,3.35,1.13,0
9.26,50.78,11.03,0.29,0.0,Corn,Fruiting,14.73,2.88,2
17.12,67.54,48.76,0.0,0.0,Tomato,Flowering,14.34,2.93,0
20.93,56.88,67.56,0.06,0.0,Soybean,Vegetative,12.36,3.23,0
24.98,37.9,78.2,4.04,0.0,Soybean,Vegetative,15.97,5.54,0
23.98,32.98,40.51,0.0,0.0,Rice,Flowering,20.2,7.11,2
24.15,71.84,42.46,2.14,0.0,Tomato,Flowering,8.52,1.95,1
27.86,41.69,44.62,0.0,0.0,Tomato,Flowering,11.26,4.04,1
18.68,64.19,62.3,0.0,0.67,Wheat,Fruiting,11.35,2.55,0
31.54,60.82,24.32,1.19,8.84,Corn,Flowering,17.87,5.68,0
28.03,54.47,42.49,0.0,0.57,Corn,Fruiting,12.16,3.87,0
22.76,89.35,56.0,0.0,0.0,Corn,Vegetative,18.82,2.56,0
36.21,62.7,45.85,0.0,0.0,Rice,Fruiting,19.59,6.65,2
35.89,71.33,43.93,0.0,0.0,Tomato,Seedling,13.94,4.12,1
31.53,64.27,28.87,0.0,0.0,Wheat,Vegetative,15.92,4.83,0
5.0,56.53,66.08,0.0,0.0,Soybean,Vegetative,14.33,2.22,0
36.05,59.71,43.52,0.0,0.0,Corn,Fruiting,25.17,8.85,1
30.56,81.88,50.65,0.0,0.0,Soybean,Flowering,10.22,2.16,0
39.04,76.32,24.59,0.0,0.0,Corn,Fruiting,7.48,2.13,2
33.66,89.28,64.33,0.0,2.61,Corn,Seedling,2.0,0.5,0
36.05,63.32,26.18,0.0,0.0,Rice,Fruiting,16.08,5.39,2
31.15,46.85,76.62,0.4,0.0,Rice,Vegetative,16.19,5.94,0
34.44,53.39,20.37,2.78,0.0,Wheat,Fruiting,9.33,3.42,1
38.96,42.18,54.7,0.0,0.0,Soybean,Fruiting,11.2,4.97,0
26.52,71.51,13.38,0.0,0.0,Wheat,Fruiting,19.95,4.85,2
13.99,51.21,8.75,3.81,0.0,Soybean,Flowering,19.12,4.37,2
22.85,20.0,31.98,1.13,1.83,Soybean,Fruiting,13.8,5.16,1
27.73,96.96,11.03,0.0,0.0,Tomato,Vegetative,12.73,1.04,2
25.52,51.44,62.62,0.0,0.0,Rice,Seedling,12.52,3.89,0
16.27,51.35,52.2,0.0,0.0,Rice,Vegetative,16.78,4.1,1
13.58,85.07,88.74,0.0,2.88,Soybean,Flowering,16.86,2.1,0
19.81,41.88,45.63,1.29,0.89,Tomato,Flowering,18.97,5.59,1
30.65,77.05,55.45,0.0,0.0,Soybean,Seedling,18.39,4.39,0
36.06,51.19,37.34,0.0,0.0,Tomato,Flowering,11.09,4.29,0
31.42,40.14,25.34,0.0,0.0,Tomato,Seedling,15.57,6.1,0
32.4,85.59,43.28,0.24,2.32,Tomato,Seedling,17.38,3.41,0
24.43,73.85,28.97,0.0,0.0,Soybean,Flowering,12.33,2.74,1
12.81,73.8,66.61,6.63,0.0,Wheat,Flowering,14.93,2.41,0
21.81,65.51,46.54,0.0,0.0,Rice,Vegetative,11.72,2.8,1
23.19,68.99,50.7,1.1,7.65,Wheat,Vegetative,10.72,2.52,1
21.52,41.52,93.04,0.0,0.0,Wheat,Vegetative,8.78,2.72,0
25.38,61.67,42.08,0.0,0.0,Tomato,Vegetative,9.23,2.54,1
28.09,46.07,51.94,0.0,1.15,Soybean,Fruiting,13.02,4.51,0
30.97,39.17,41.76,0.0,1.46,Tomato,Seedling,11.88,4.65,0
23.05,66.16,75.36,0.0,2.49,Soybean,Flowering,19.43,4.75,0
11.67,77.37,64.91,2.32,0.0,Rice,Seedling,11.33,1.63,2
21.62,54.25,45.11,0.0,0.0,Corn,Seedling,14.21,3.9,0
25.31,56.82,94.21,0.0,1.96,Rice,Flowering,16.01,4.66,0
33.56,42.93,25.11,0.0,0.0,Tomato,Vegetative,10.77,4.3,2
21.03,60.11,48.13,0.0,3.33,Rice,Vegetative,13.08,3.3,1
28.59,71.4,68.82,3.32,0.71,Tomato,Seedling,2.0,0.51,0
27.03,71.87,35.0,0.0,0.0,Soybean,Seedling,20.35,4.98,0
25.31,68.18,66.79,0.0,0.0,Corn,Vegetative,16.5,4.13,0
31.51,50.72,35.3,0.0,0.34,Tomato,Vegetative,29.02,10.33,2
20.37,50.25,70.43,0.0,5.38,Tomato,Seedling,14.35,3.97,0
20.97,71.93,73.94,0.0,0.0,Rice,Fruiting,18.23,3.85,0
24.92,72.18,50.68,0.0,0.0,Wheat,Seedling,19.8,4.59,0
20.52,57.42,31.72,1.95,0.0,Wheat,Flowering,15.91,4.09,0
28.56,53.61,39.11,0.0,0.0,Tomato,Seedling,7.54,2.45,0
20.01,77.51,55.7,0.79,0.0,Wheat,Fruiting,25.66,4.73,0
26.58,54.6,65.89,0.0,0.0,Rice,Vegetative,13.94,4.29,1
24.3,71.19,59.0,0.0,0.0,Wheat,Fruiting,13.23,3.07,0
26.5,57.95,59.6,0.0,0.0,Corn,Fruiting,15.74,4.65,0
21.78,44.29,55.45,0.0,0.0,Tomato,Vegetative,23.36,7.1,1
22.63,84.18,72.95,0.0,2.08,Rice,Fruiting,19.27,3.19,0
25.67,61.8,46.02,0.0,3.95,Tomato,Flowering,19.5,5.39,0
26.41,49.34,50.46,0.0,0.0,Soybean,Fruiting,13.92,4.51,0
24.97,39.14,46.41,0.0,1.85,Rice,Flowering,22.58,7.75,2
36.94,40.65,31.4,0.0,0.0,Wheat,Vegetative,13.86,6.01,1
18.06,54.41,72.58,0.0,0.0,Tomato,Flowering,8.14,2.03,0
24.55,88.88,75.81,0.0,0.0,Rice,Seedling,14.66,2.13,0
13.98,51.23,77.87,0.56,0.0,Soybean,Fruiting,14.96,3.42,0
27.6,81.71,37.77,0.0,0.0,Rice,Fruiting,10.09,2.01,2
17.19,58.04,60.53,0.0,1.5,Rice,Flowering,12.02,2.8,2
23.05,42.28,69.28,0.0,5.01,Soybean,Fruiting,11.5,3.67,0
22.4,52.9,79.94,0.16,0.84,Corn,Seedling,21.29,6.04,0
26.97,40.79,15.0,0.0,1.68,Corn,Fruiting,12.85,4.55,2
21.13,47.16,49.31,1.26,0.0,Corn,Vegetative,18.19,5.29,0
20.83,46.71,45.64,0.0,0.0,Wheat,Vegetative,18.74,5.43,0
35.05,31.44,71.08,0.69,0.0,Tomato,Fruiting,19.57,8.81,0
26.99,82.69,9.36,0.0,0.0,Wheat,Flowering,18.3,3.51,2
21.07,63.17,31.65,0.0,0.81,Wheat,Flowering,16.58,4.02,0
23.24,49.71,77.48,0.0,0.74,Soybean,Flowering,3.03,0.91,0
36.52,63.33,35.51,0.0,0.0,Wheat,Vegetative,6.05,2.05,0
23.35,47.47,22.29,0.0,0.0,Tomato,Fruiting,10.72,3.29,2
20.18,20.0,74.65,0.0,0.0,Rice,Vegetative,12.04,4.21,0
20.21,100.0,31.76,0.0,0.0,Soybean,Vegetative,11.67,0.5,1
21.16,62.84,72.93,0.02,5.51,Corn,Fruiting,15.79,3.86,0
20.84,51.16,19.11,0.0,0.0,Wheat,Seedling,15.71,4.36,0
16.04,30.99,19.83,0.48,4.73,Soybean,Seedling,7.56,2.19,1
17.13,37.59,53.46,0.13,0.0,Wheat,Flowering,19.24,5.46,0
19.19,84.82,40.9,1.21,9.92,Tomato,Vegetative,16.56,2.45,0
29.14,82.53,57.88,4.72,0.0,Corn,Vegetative,13.57,2.74,0
22.33,71.3,89.63,0.0,0.0,Rice,Fruiting,15.07,3.33,0
23.55,43.27,44.28,0.0,0.0,Rice,Flowering,20.88,6.69,2
33.89,82.65,82.64,0.0,1.2,Corn,Fruiting,15.52,3.44,0
34.07,66.75,53.3,0.0,0.0,Rice,Seedling,17.87,5.5,1
23.03,69.82,72.07,0.0,1.6,Corn,Vegetative,8.25,1.9,0
20.58,66.69,8.55,3.41,0.0,Tomato,Seedling,14.42,3.29,2
18.95,37.4,61.23,0.48,0.0,Tomato,Fruiting,12.73,3.81,0
29.85,42.03,53.64,0.0,1.31,Rice,Vegetative,12.19,4.55,0
23.57,52.35,41.98,3.26,0.0,Soybean,Vegetative,14.11,4.14,0
22.29,69.65,91.19,0.0,5.08,Wheat,Fruiting,16.37,3.72,0
19.3,39.29,38.84,0.0,6.6,Rice,Flowering,16.04,4.77,2
19.61,57.37,19.99,0.0,0.0,Rice,Seedling,16.65,4.18,2
27.24,57.35,63.99,0.0,0.0,Wheat,Fruiting,2.96,0.9,0
15.79,71.89,28.51,1.92,1.09,Tomato,Flowering,16.67,3.05,2
31.96,70.12,50.07,0.0,0.0,Rice,Vegetative,17.85,4.99,1
21.26,44.85,75.64,1.84,2.9,Corn,Seedling,9.18,2.74,0
23.95,81.7,64.83,2.02,0.0,Wheat,Vegetative,18.07,3.32,0
15.64,42.55,46.24,0.0,0.0,Wheat,Flowering,20.23,5.27,2
24.91,76.38,46.3,0.0,0.0,Soybean,Fruiting,15.84,3.38,1
22.7,51.75,74.81,2.18,1.11,Tomato,Flowering,13.85,4.01,0
24.65,62.46,26.27,0.0,0.0,Tomato,Flowering,14.98,4.01,1
35.3,63.39,61.03,0.0,0.0,Rice,Seedling,10.07,3.33,0
26.24,62.97,93.84,4.83,0.0,Wheat,Seedling,12.92,3.56,0
19.44,70.12,65.67,0.0,0.0,Corn,Vegetative,16.56,3.47,0
20.02,65.87,48.9,0.0,0.0,Tomato,Vegetative,22.1,5.02,1
29.17,71.75,47.07,0.9,0.0,Corn,Flowering,19.07,4.89,0
34.09,66.97,37.24,0.0,0.0,Soybean,Flowering,5.6,1.72,1
26.97,41.03,32.2,6.51,0.0,Soybean,Seedling,10.06,3.56,0
29.82,64.05,50.75,0.15,0.0,Corn,Flowering,12.21,3.59,0
29.27,51.54,59.76,1.38,0.0,Corn,Flowering,17.29,5.83,0
34.93,43.36,73.92,0.35,0.0,Rice,Flowering,15.28,6.24,0
11.35,55.65,16.82,3.33,0.0,Wheat,Fruiting,29.26,5.84,1
29.67,62.75,3.21,0.0,0.0,Wheat,Fruiting,18.27,5.44,2
31.89,63.75,79.91,0.0,0.0,Soybean,Seedling,17.3,5.32,0
15.63,75.84,59.0,0.0,0.0,Tomato,Seedling,17.86,3.02,0
18.8,79.61,59.21,0.0,0.0,Tomato,Fruiting,15.96,2.71,0
19.04,65.04,64.01,0.0,0.0,Rice,Seedling,20.88,4.68,0
19.9,67.76,50.36,0.0,7.98,Tomato,Seedling,13.87,3.05,0
21.63,61.43,91.48,0.0,0.0,Soybean,Fruiting,9.41,2.37,1
26.7,71.51,61.29,0.0,3.49,Soybean,Fruiting,17.26,4.22,0
31.06,67.3,39.48,0.0,2.46,Wheat,Vegetative,20.31,5.84,0
32.57,59.18,38.89,0.68,0.0,Rice,Seedling,15.85,5.25,2
19.14,92.28,56.52,2.98,0.0,Soybean,Seedling,13.31,1.4,0
19.09,51.81,35.78,0.88,0.0,Wheat,Flowering,27.91,7.35,1
34.21,81.82,83.55,0.0,0.0,Rice,Fruiting,8.9,2.03,0
29.53,39.69,46.15,0.0,0.0,Rice,Fruiting,15.02,5.68,1
25.58,72.2,28.74,2.51,0.0,Corn,Seedling,18.51,4.35,1
28.31,81.55,60.76,0.0,0.0,Tomato,Seedling,14.47,2.95,0
24.79,31.39,73.16,3.78,0.0,Tomato,Flowering,15.47,5.61,0
28.67,62.08,69.8,0.0,0.0,Wheat,Fruiting,13.57,3.99,0
22.65,70.73,38.13,0.0,6.48,Tomato,Flowering,18.03,4.06,2
26.88,63.78,27.63,0.0,0.0,Tomato,Fruiting,16.06,4.44,2
14.43,65.67,84.97,0.0,0.0,Soybean,Flowering,16.73,3.25,0
20.19,62.04,20.33,0.0,0.0,Wheat,Vegetative,11.66,2.81,1
20.26,43.59,56.51,0.0,0.0,Wheat,Fruiting,17.43,5.12,0
22.38,95.52,47.04,0.0,0.0,Tomato,Flowering,6.66,0.58,0
18.51,52.45,78.01,0.0,1.25,Tomato,Flowering,18.03,4.64,0
21.27,66.51,32.08,0.53,3.94,Tomato,Vegetative,28.14,6.54,2
14.4,50.3,37.43,0.0,0.0,Rice,Fruiting,17.4,4.06,2
28.84,25.86,53.59,0.0,0.0,Wheat,Fruiting,14.87,6.14,0
24.42,46.13,63.43,0.0,0.0,Rice,Flowering,18.09,5.77,1
13.06,38.29,78.82,0.0,0.0,Tomato,Flowering,15.35,3.83,0
19.16,76.37,65.66,0.0,0.0,Tomato,Seedling,23.39,4.32,0
27.36,50.9,53.99,0.0,0.0,Wheat,Fruiting,21.15,6.88,0
21.2,52.29,71.34,0.0,0.0,Soybean,Flowering,14.04,3.89,0
20.12,44.04,21.83,0.0,0.0,Soybean,Flowering,10.3,3.0,1
24.48,61.41,32.95,0.0,0.0,Wheat,Vegetative,16.1,4.35,0
27.41,49.25,20.91,0.0,0.0,Wheat,Seedling,16.09,5.33,1
14.95,74.89,13.0,0.0,0.28,Rice,Seedling,17.05,2.88,2
28.85,64.53,65.82,4.31,0.0,Soybean,Vegetative,20.46,5.85,0
19.4,51.42,79.68,0.0,0.0,Corn,Seedling,24.15,6.44,0
24.87,72.75,63.73,0.0,2.94,Rice,Vegetative,13.2,3.02,0
24.75,60.12,57.75,0.5,0.0,Corn,Seedling,8.14,2.25,2
21.31,60.32,53.61,0.26,0.0,Corn,Fruiting,9.87,2.5,0
17.83,38.06,50.3,0.0,7.66,Wheat,Fruiting,11.6,3.35,0
23.0,58.93,84.69,0.46,0.0,Soybean,Seedling,20.34,5.47,0
36.38,64.82,76.26,0.0,0.0,Soybean,Fruiting,5.93,1.96,0
15.47,80.0,47.07,0.0,0.0,Tomato,Flowering,15.74,2.41,1
36.85,48.72,64.0,2.11,0.34,Rice,Fruiting,8.93,3.6,0
23.18,94.17,82.33,0.0,2.32,Rice,Flowering,14.08,1.43,0
25.25,68.35,64.55,0.0,0.7,Wheat,Vegetative,12.61,3.14,0
17.39,37.21,57.0,0.0,0.0,Soybean,Vegetative,6.25,1.79,0
19.6,47.32,57.23,0.0,0.0,Wheat,Flowering,17.97,5.02,0
21.48,81.31,26.38,0.0,1.16,Rice,Vegetative,10.23,1.79,2
17.68,78.65,25.98,0.0,0.0,Tomato,Flowering,16.34,2.76,2
23.54,60.27,66.45,0.0,0.0,Wheat,Vegetative,24.35,6.53,0
22.15,62.25,29.87,0.0,2.77,Wheat,Flowering,10.21,2.58,0
37.96,42.53,12.24,0.0,0.0,Rice,Seedling,17.88,7.77,2
16.84,79.82,16.54,0.0,0.0,Soybean,Flowering,11.29,1.81,2
25.72,45.18,37.16,0.97,0.0,Rice,Fruiting,7.19,2.38,2
26.73,72.67,59.15,3.14,0.0,Tomato,Flowering,23.07,5.53,0
17.51,80.28,66.9,0.0,4.58,Soybean,Seedling,15.89,2.56,0
29.81,60.72,64.75,0.0,0.72,Tomato,Flowering,16.9,5.19,0
22.21,74.51,46.47,0.2,1.25,Rice,Seedling,7.96,1.65,1
7.55,87.71,66.41,0.0,0.0,Soybean,Seedling,11.49,1.05,0
29.62,64.02,65.41,1.66,0.0,Rice,Vegetative,12.64,3.7,0
17.18,57.37,62.66,0.0,0.0,Wheat,Vegetative,14.68,3.45,0
17.67,59.0,41.77,0.0,0.0,Wheat,Vegetative,19.3,4.51,0
29.82,48.86,51.36,0.0,0.0,Soybean,Seedling,17.41,6.1,0
22.57,48.52,9.23,0.0,2.29,Soybean,Fruiting,12.71,3.79,2
31.42,66.64,48.12,0.0,0.0,Tomato,Vegetative,11.05,3.23,0
33.47,57.54,32.9,0.0,1.26,Rice,Flowering,13.06,4.49,2
20.49,64.91,83.61,0.0,0.0,Tomato,Seedling,14.11,3.29,0
30.55,37.65,23.21,0.0,0.0,Rice,Flowering,12.63,4.96,2
19.71,58.61,54.7,0.58,1.65,Corn,Flowering,13.88,3.45,0
40.63,75.45,36.7,0.0,0.0,Tomato,Seedling,20.72,6.17,1
20.15,43.22,37.9,0.0,0.0,Soybean,Vegetative,12.28,3.61,1
32.18,60.25,54.0,0.0,0.0,Wheat,Seedling,10.63,3.45,0
30.91,32.18,33.12,0.0,0.0,Rice,Vegetative,16.79,6.93,2
27.21,40.42,82.02,1.48,0.0,Tomato,Seedling,11.21,4.01,0
20.31,72.11,15.28,1.21,0.0,Rice,Vegetative,13.88,2.87,2
23.94,55.36,62.23,0.0,0.0,Tomato,Fruiting,8.59,2.46,0
9.92,87.33,61.31,0.0,0.0,Soybean,Seedling,15.45,1.57,0
26.57,66.49,49.51,0.0,1.24,Corn,Fruiting,13.66,3.61,0
27.45,67.96,56.41,0.0,0.15,Tomato,Fruiting,10.49,2.76,0
25.93,43.85,66.26,0.0,3.99,Rice,Vegetative,12.18,4.1,0
5.0,54.22,64.15,0.0,0.0,Tomato,Vegetative,13.44,2.13,1
16.14,49.01,72.26,0.23,0.66,Tomato,Vegetative,24.32,6.06,2
19.76,44.02,50.35,0.0,1.05,Rice,Flowering,12.6,3.64,1
27.04,69.96,30.29,0.0,1.15,Tomato,Fruiting,24.28,6.14,0
27.03,72.97,49.8,0.0,0.0,Wheat,Seedling,16.52,3.96,0
23.81,65.98,74.85,0.0,0.84,Corn,Seedling,9.2,2.3,0
29.45,47.58,37.08,0.76,0.0,Soybean,Vegetative,16.07,5.65,1
17.82,64.96,32.93,2.7,0.0,Corn,Seedling,16.42,3.56,0
29.27,31.31,54.52,0.0,0.0,Tomato,Flowering,20.64,8.28,0
28.32,79.85,59.04,0.0,0.0,Tomato,Fruiting,13.49,2.87,0
27.64,40.53,29.37,7.18,0.0,Corn,Seedling,20.37,7.34,1
23.73,43.19,42.61,0.0,0.0,Corn,Seedling,19.76,6.36,1
37.82,61.73,40.3,0.7,0.0,Rice,Vegetative,9.31,3.29,2
28.45,63.06,49.01,0.0,0.0,Rice,Vegetative,9.48,2.74,1
18.22,58.91,66.1,0.0,0.0,Soybean,Vegetative,6.43,1.53,0
26.74,43.35,37.7,0.0,0.0,Corn,Flowering,19.6,6.76,1
30.27,77.0,64.73,0.0,0.0,Wheat,Fruiting,8.5,2.02,0
20.88,34.71,36.33,0.0,0.0,Corn,Seedling,20.81,6.69,1
32.62,37.75,75.06,0.32,1.3,Corn,Fruiting,21.85,8.94,0
27.67,58.4,82.1,0.0,3.08,Corn,Seedling,25.83,7.79,0
8.6,41.04,37.28,5.71,0.0,Tomato,Vegetative,18.13,3.78,2
27.1,78.34,28.11,0.76,0.0,Corn,Flowering,18.83,4.05,2
22.16,42.33,67.45,0.0,2.73,Corn,Flowering,14.82,4.63,2
28.76,83.36,57.95,0.02,0.0,Tomato,Flowering,7.58,1.48,0
31.61,75.53,60.83,0.0,0.0,Soybean,Seedling,9.21,2.32,0
26.37,78.53,39.93,6.48,0.0,Tomato,Vegetative,12.29,2.59,2
36.66,88.31,47.18,0.0,2.41,Soybean,Seedling,17.89,3.43,0
23.75,61.22,43.97,0.0,0.0,Wheat,Vegetative,12.74,3.39,2
29.37,44.81,50.86,0.62,0.47,Wheat,Flowering,12.25,4.42,0
30.63,58.45,21.96,0.0,2.61,Tomato,Vegetative,23.7,7.61,2
24.32,51.5,46.65,0.0,0.0,Rice,Flowering,11.36,3.43,2
30.45,49.36,20.03,0.0,2.65,Rice,Fruiting,9.09,3.21,2
20.84,62.26,42.22,0.0,0.79,Soybean,Seedling,19.85,4.85,0
22.04,55.32,48.6,0.07,0.0,Soybean,Vegetative,20.01,5.48,1
15.81,48.72,62.49,0.0,0.0,Wheat,Vegetative,20.13,4.98,0
26.69,56.32,60.23,0.0,0.0,Wheat,Seedling,12.04,3.64,1
27.28,68.23,65.73,0.0,0.0,Rice,Vegetative,12.16,3.18,0
33.25,74.35,19.09,0.0,1.73,Wheat,Seedling,22.53,5.99,1
30.54,35.96,67.7,0.52,0.0,Tomato,Vegetative,13.35,5.31,0
23.01,55.45,37.19,0.72,0.0,Tomato,Seedling,16.01,4.49,1
16.75,57.88,42.26,2.07,0.0,Wheat,Fruiting,22.63,5.22,0
28.03,42.26,50.31,2.94,0.0,Soybean,Fruiting,11.56,4.14,0
32.78,58.2,39.01,0.0,0.0,Corn,Fruiting,11.75,3.95,0
30.29,62.22,55.04,0.83,0.0,Tomato,Vegetative,13.59,4.13,0
32.59,67.78,58.71,0.0,0.0,Tomato,Seedling,16.65,4.9,0
23.52,61.16,35.71,0.37,0.0,Wheat,Flowering,9.27,2.46,0
21.73,46.79,45.32,0.0,0.0,Rice,Flowering,9.03,2.68,2
19.84,90.18,55.53,0.0,2.69,Tomato,Seedling,12.71,1.54,0
24.61,72.44,71.85,0.0,0.0,Soybean,Fruiting,18.44,4.22,0
24.45,68.29,42.63,0.0,0.0,Rice,Flowering,17.2,4.21,2
26.45,75.07,42.12,0.0,0.0,Corn,Vegetative,13.28,3.02,1
24.09,63.67,30.75,1.32,5.41,Soybean,Flowering,17.72,4.6,1
24.06,79.29,36.14,3.19,1.38,Wheat,Flowering,9.1,1.78,1
19.56,60.85,25.88,0.07,0.0,Rice,Flowering,15.33,3.69,2
31.59,60.03,32.65,0.0,0.0,Tomato,Flowering,14.92,4.79,2
25.54,69.53,83.51,0.0,0.0,Soybean,Vegetative,21.62,5.32,0
23.78,83.65,69.16,0.0,0.49,Tomato,Seedling,16.9,2.92,0
19.77,82.68,82.7,0.7,0.0,Wheat,Vegetative,5.0,0.8,2
15.68,68.89,37.44,0.0,0.0,Soybean,Seedling,8.69,1.67,0
34.16,67.75,8.02,0.72,9.34,Wheat,Fruiting,16.92,5.14,2
28.88,70.44,56.47,0.0,0.82,Soybean,Fruiting,5.3,1.38,0
13.63,74.78,95.71,0.41,0.0,Soybean,Flowering,14.72,2.39,0
30.34,79.48,41.52,0.0,1.98,Tomato,Flowering,12.32,2.76,1
31.46,56.45,48.1,0.0,1.63,Tomato,Seedling,14.77,4.94,0
25.87,79.77,22.13,0.0,0.0,Tomato,Seedling,11.7,2.36,2
36.19,65.14,46.0,0.45,0.0,Soybean,Seedling,19.48,6.39,0
26.52,69.76,48.69,0.0,0.0,Tomato,Flowering,13.06,3.27,0
15.08,80.73,17.24,0.0,0.0,Soybean,Fruiting,17.3,2.57,2
27.56,71.21,30.22,0.0,0.0,Soybean,Fruiting,17.19,4.3,1
26.71,73.74,29.56,1.24,0.0,Rice,Vegetative,8.89,2.09,2
20.78,54.16,19.35,0.0,0.0,Tomato,Vegetative,16.42,4.41,2
29.01,82.47,37.99,9.23,2.66,Wheat,Vegetative,12.15,2.45,0
13.33,70.44,68.1,1.8,0.0,Corn,Vegetative,16.97,2.95,0
31.93,61.89,34.25,0.0,0.0,Tomato,Flowering,9.55,3.02,0
18.85,76.52,79.35,0.0,0.0,Soybean,Vegetative,13.44,2.46,0
18.11,98.82,53.96,4.22,0.0,Wheat,Seedling,16.95,0.68,0
24.2,42.47,53.42,4.03,0.0,Soybean,Fruiting,16.62,5.45,0
28.03,47.94,56.02,0.0,0.0,Rice,Fruiting,10.41,3.54,0
26.15,100.0,88.1,0.0,0.0,Wheat,Fruiting,16.42,0.5,0
19.8,66.4,39.56,0.0,0.0,Wheat,Seedling,17.05,3.82,0
21.46,62.86,61.19,0.0,0.9,Rice,Fruiting,7.94,1.95,0
17.07,58.27,34.69,0.0,0.0,Soybean,Seedling,6.58,1.53,0
23.43,78.13,88.85,0.0,0.13,Rice,Seedling,18.0,3.57,0
32.53,99.17,33.28,0.0,0.0,Rice,Vegetative,9.09,0.5,2
24.97,50.02,55.69,0.0,0.0,Corn,Seedling,15.49,4.82,2
31.02,58.55,77.89,0.0,0.0,Tomato,Vegetative,14.18,4.59,0
35.19,54.74,19.92,5.76,0.0,Rice,Vegetative,12.39,4.54,2
20.88,70.99,66.16,0.34,1.3,Wheat,Flowering,22.81,4.89,0
23.69,78.34,34.46,0.0,4.21,Wheat,Flowering,9.84,1.95,0
40.2,84.31,92.26,0.0,1.03,Soybean,Seedling,10.9,2.58,0
35.11,71.5,9.42,0.0,0.0,Wheat,Seedling,18.26,5.31,2
13.29,97.79,33.07,0.0,0.0,Corn,Seedling,16.58,0.79,0
27.71,51.38,24.49,1.01,0.0,Rice,Fruiting,15.67,5.12,2
25.0,47.48,25.71,0.0,0.0,Soybean,Seedling,16.4,5.23,0
30.79,82.04,61.93,0.0,0.0,Corn,Vegetative,12.13,2.57,0
19.79,61.84,88.97,0.0,0.54,Tomato,Vegetative,9.69,2.31,0
19.12,39.36,71.91,0.0,0.0,Rice,Seedling,22.82,6.75,0
20.27,55.26,56.1,0.0,0.84,Soybean,Seedling,9.32,2.44,0
21.0,63.83,52.96,0.0,1.39,Soybean,Fruiting,5.06,1.21,1
